queryItem,stringId,ncbiTaxonId,taxonName,preferredName,annotation
TAS2R20,ENSP00000441624,9606,Homo sapiens,TAS2R20,"Taste receptor type 2 member 20; Receptor that may play a role in the perception of bitterness and is gustducin-linked. May play a role in sensing the chemical composition of the gastrointestinal content. The activity of this receptor may stimulate alpha gustducin, mediate PLC-beta-2 activation and lead to the gating of TRPM5 (By similarity); Belongs to the G-protein coupled receptor T2R family."
TAS2R50,ENSP00000424040,9606,Homo sapiens,TAS2R50,"Taste receptor type 2 member 50; Receptor that may play a role in the perception of bitterness and is gustducin-linked. May play a role in sensing the chemical composition of the gastrointestinal content. The activity of this receptor may stimulate alpha gustducin, mediate PLC-beta-2 activation and lead to the gating of TRPM5 (By similarity); Belongs to the G-protein coupled receptor T2R family."
GNB3,ENSP00000229264,9606,Homo sapiens,GNB3,"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3; Guanine nucleotide-binding proteins (G proteins) are involved as a modulator or transducer in various transmembrane signaling systems. The beta and gamma chains are required for the GTPase activity, for replacement of GDP by GTP, and for G protein-effector interaction."
HTR3E,ENSP00000406050,9606,Homo sapiens,HTR3E,"5-hydroxytryptamine receptor 3E; This is one of the several different receptors for 5- hydroxytryptamine (serotonin), a biogenic hormone that functions as a neurotransmitter, a hormone, and a mitogen. This receptor is a ligand- gated ion channel, which when activated causes fast, depolarizing responses. It is a cation-specific, but otherwise relatively nonselective, ion channel; Belongs to the ligand-gated ion channel (TC 1.A.9) family. 5-hydroxytryptamine receptor (TC 1.A.9.2) subfamily. HTR3E sub- subfamily."
GRM1,ENSP00000282753,9606,Homo sapiens,GRM1,"Metabotropic glutamate receptor 1; G-protein coupled receptor for glutamate. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors. Signaling activates a phosphatidylinositol- calcium second messenger system. May participate in the central action of glutamate in the CNS, such as long-term potentiation in the hippocampus and long-term depression in the cerebellum. May function in the light response in the retina (By similarity)."
GRM4,ENSP00000440556,9606,Homo sapiens,GRM4,Metabotropic glutamate receptor 4; G-protein coupled receptor for glutamate. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors. Signaling inhibits adenylate cyclase activity.
TRPM5,ENSP00000155858,9606,Homo sapiens,TRPM5,"Transient receptor potential cation channel subfamily M member 5; Voltage-modulated Ca(2+)-activated, monovalent cation channel (VCAM) that mediates a transient membrane depolarization and plays a central role in taste transduction. Monovalent-specific, non-selective cation channel that mediates the transport of Na(+), K(+) and Cs(+) ions equally well. Activated directly by increases in intracellular Ca(2+), but is impermeable to it. Gating is voltage-dependent and displays rapid activation and deactivation kinetics upon channel stimulation even during sustained elevations in Ca(2+). A [...] "
HTR1A,ENSP00000316244,9606,Homo sapiens,HTR1A,"5-hydroxytryptamine receptor 1A; G-protein coupled receptor for 5-hydroxytryptamine (serotonin). Also functions as a receptor for various drugs and psychoactive substances. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Beta-arrestin family members inhibit signaling via G proteins and mediate activation of alternative signaling pathways. Signaling inhibits adenylate cyclase activity and activates a phosphatidylinositol-calcium second  [...] "
HTR1B,ENSP00000358963,9606,Homo sapiens,HTR1B,"5-hydroxytryptamine receptor 1B; G-protein coupled receptor for 5-hydroxytryptamine (serotonin). Also functions as a receptor for ergot alkaloid derivatives, various anxiolytic and antidepressant drugs and other psychoactive substances, such as lysergic acid diethylamide (LSD). Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Signaling inhibits adenylate cyclase activity. Arrestin family members inhibit signaling via G proteins and medi [...] "
HTR1D,ENSP00000363748,9606,Homo sapiens,HTR1D,"5-hydroxytryptamine receptor 1D; G-protein coupled receptor for 5-hydroxytryptamine (serotonin). Also functions as a receptor for ergot alkaloid derivatives, various anxiolytic and antidepressant drugs and other psychoactive substances. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Signaling inhibits adenylate cyclase activity. Regulates the release of 5-hydroxytryptamine in the brain, and thereby affects neural activity. May also pl [...] "
HTR1E,ENSP00000307766,9606,Homo sapiens,HTR1E,"5-hydroxytryptamine receptor 1E; G-protein coupled receptor for 5-hydroxytryptamine (serotonin). Also functions as a receptor for various alkaloids and psychoactive substances. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Signaling inhibits adenylate cyclase activity."
HTR1F,ENSP00000322924,9606,Homo sapiens,HTR1F,"5-hydroxytryptamine receptor 1F; G-protein coupled receptor for 5-hydroxytryptamine (serotonin). Also functions as a receptor for various alkaloids and psychoactive substances. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Signaling inhibits adenylate cyclase activity."
HTR3A,ENSP00000347754,9606,Homo sapiens,HTR3A,"5-hydroxytryptamine receptor 3A; This is one of the several different receptors for 5- hydroxytryptamine (serotonin), a biogenic hormone that functions as a neurotransmitter, a hormone, and a mitogen. This receptor is a ligand- gated ion channel, which when activated causes fast, depolarizing responses in neurons. It is a cation-specific, but otherwise relatively nonselective, ion channel."
TAS2R60,ENSP00000327724,9606,Homo sapiens,TAS2R60,"Taste receptor type 2 member 60; Receptor that may play a role in the perception of bitterness and is gustducin-linked. May play a role in sensing the chemical composition of the gastrointestinal content. The activity of this receptor may stimulate alpha gustducin, mediate PLC-beta-2 activation and lead to the gating of TRPM5 (By similarity); Belongs to the G-protein coupled receptor T2R family."
PKD1L3,ENSP00000480090,9606,Homo sapiens,PKD1L3,"Polycystic kidney disease protein 1-like 3; Component of a calcium channel. May act as a sour taste receptor by forming a calcium channel with PKD1L3 in gustatory cells; however, its contribution to sour taste perception is unclear in vivo and may be indirect."
GNAT3,ENSP00000381339,9606,Homo sapiens,GNAT3,"Guanine nucleotide-binding protein G(t) subunit alpha-3; Guanine nucleotide-binding protein (G protein) alpha subunit playing a prominent role in bitter and sweet taste transduction as well as in umami (monosodium glutamate, monopotassium glutamate, and inosine monophosphate) taste transduction. Transduction by this alpha subunit involves coupling of specific cell-surface receptors with a cGMP- phosphodiesterase; Activation of phosphodiesterase lowers intracellular levels of cAMP and cGMP which may open a cyclic nucleotide-suppressible cation channel leading to influx of calcium, ultim [...] "
TAS2R42,ENSP00000334050,9606,Homo sapiens,TAS2R42,"Taste receptor type 2 member 42; Receptor that may play a role in the perception of bitterness and is gustducin-linked. May play a role in sensing the chemical composition of the gastrointestinal content. The activity of this receptor may stimulate alpha gustducin, mediate PLC-beta-2 activation and lead to the gating of TRPM5 (By similarity)."
ITPR3,ENSP00000363435,9606,Homo sapiens,ITPR3,"Inositol 1,4,5-trisphosphate receptor type 3; Receptor for inositol 1,4,5-trisphosphate, a second messenger that mediates the release of intracellular calcium."
ASIC2,ENSP00000225823,9606,Homo sapiens,ASIC2,"Acid-sensing ion channel 2; Cation channel with high affinity for sodium, which is gated by extracellular protons and inhibited by the diuretic amiloride. Also permeable for Li(+) and K(+). Generates a biphasic current with a fast inactivating and a slow sustained phase. Heteromeric channel assembly seems to modulate."
P2RX3,ENSP00000263314,9606,Homo sapiens,P2RX3,P2X purinoceptor 3; Receptor for ATP that acts as a ligand-gated cation channel. Plays a role in sensory perception. Required for normal perception of pain. Required for normal taste perception (By similarity).
P2RY1,ENSP00000304767,9606,Homo sapiens,P2RY1,"P2Y purinoceptor 1; Receptor for extracellular adenine nucleotides such as ADP. In platelets, binding to ADP leads to mobilization of intracellular calcium ions via activation of phospholipase C, a change in platelet shape, and ultimately platelet aggregation. Belongs to the G-protein coupled receptor 1 family."
P2RY4,ENSP00000363643,9606,Homo sapiens,P2RY4,P2Y purinoceptor 4; Receptor for UTP and UDP coupled to G-proteins that activate a phosphatidylinositol-calcium second messenger system. Not activated by ATP or ADP.
TAS2R3,ENSP00000247879,9606,Homo sapiens,TAS2R3,Taste receptor type 2 member 3; Gustducin-coupled receptor implicated in the perception of bitter compounds in the oral cavity and the gastrointestinal tract. Signals through PLCB2 and the calcium-regulated cation channel TRPM5.
TAS2R4,ENSP00000247881,9606,Homo sapiens,TAS2R4,"Taste receptor type 2 member 4; Gustducin-coupled receptor for denatonium and N(6)-propyl-2- thiouracil implicated in the perception of bitter compounds in the oral cavity and the gastrointestinal tract. Signals through PLCB2 and the calcium-regulated cation channel TRPM5. In airway epithelial cells, binding of denatonium increases the intracellular calcium ion concentration and stimulates ciliary beat frequency."
TAS2R16,ENSP00000249284,9606,Homo sapiens,TAS2R16,Taste receptor type 2 member 16; Gustducin-coupled receptor implicated in the perception of bitter compounds in the oral cavity and the gastrointestinal tract. Signals through PLCB2 and the calcium-regulated cation channel TRPM5.
TAS2R1,ENSP00000371932,9606,Homo sapiens,TAS2R1,"Taste receptor type 2 member 1; Receptor that may play a role in the perception of bitterness and is gustducin-linked. May play a role in sensing the chemical composition of the gastrointestinal content. The activity of this receptor may stimulate alpha gustducin, mediate PLC-beta-2 activation and lead to the gating of TRPM5; Belongs to the G-protein coupled receptor T2R family."
TAS2R9,ENSP00000240691,9606,Homo sapiens,TAS2R9,Taste receptor type 2 member 9; Gustducin-coupled receptor implicated in the perception of bitter compounds in the oral cavity and the gastrointestinal tract. Signals through PLCB2 and the calcium-regulated cation channel TRPM5 (By similarity).
TAS2R8,ENSP00000240615,9606,Homo sapiens,TAS2R8,"Taste receptor type 2 member 8; Receptor that may play a role in the perception of bitterness and is gustducin-linked. May play a role in sensing the chemical composition of the gastrointestinal content. The activity of this receptor may stimulate alpha gustducin, mediate PLC-beta-2 activation and lead to the gating of TRPM5; Belongs to the G-protein coupled receptor T2R family."
TAS2R7,ENSP00000240687,9606,Homo sapiens,TAS2R7,Taste receptor type 2 member 7; Gustducin-coupled receptor implicated in the perception of bitter compounds in the oral cavity and the gastrointestinal tract. Signals through PLCB2 and the calcium-regulated cation channel TRPM5.
TAS2R13,ENSP00000375095,9606,Homo sapiens,TAS2R13,"Taste receptor type 2 member 13; Receptor that may play a role in the perception of bitterness and is gustducin-linked. May play a role in sensing the chemical composition of the gastrointestinal content. The activity of this receptor may stimulate alpha gustducin, mediate PLC-beta-2 activation and lead to the gating of TRPM5; Belongs to the G-protein coupled receptor T2R family."
TAS2R10,ENSP00000240619,9606,Homo sapiens,TAS2R10,Taste receptor type 2 member 10; Gustducin-coupled strychnine receptor implicated in the perception of bitter compounds in the oral cavity and the gastrointestinal tract. Signals through PLCB2 and the calcium-regulated cation channel TRPM5.
TAS2R14,ENSP00000441949,9606,Homo sapiens,TAS2R14,"Taste receptor type 2 member 14; Receptor that may play a role in the perception of bitterness and is gustducin-linked. May play a role in sensing the chemical composition of the gastrointestinal content. The activity of this receptor may stimulate alpha gustducin, mediate PLC-beta-2 activation and lead to the gating of TRPM5 (By similarity); Belongs to the G-protein coupled receptor T2R family."
PLCB2,ENSP00000260402,9606,Homo sapiens,PLCB2,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2; The production of the second messenger molecules diacylglycerol (DAG) and inositol 1,4,5-trisphosphate (IP3) is mediated by activated phosphatidylinositol-specific phospholipase C enzymes."
PLCB3,ENSP00000443631,9606,Homo sapiens,PLCB3,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3; The production of the second messenger molecules diacylglycerol (DAG) and inositol 1,4,5-trisphosphate (IP3) is mediated by activated phosphatidylinositol-specific phospholipase C enzymes."
PLCB4,ENSP00000367762,9606,Homo sapiens,PLCB4,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4; The production of the second messenger molecules diacylglycerol (DAG) and inositol 1,4,5-trisphosphate (IP3) is mediated by activated phosphatidylinositol-specific phospholipase C enzymes. This form has a role in retina signal transduction."
TAS2R5,ENSP00000247883,9606,Homo sapiens,TAS2R5,"Taste receptor type 2 member 5; Receptor that may play a role in the perception of bitterness and is gustducin-linked. May play a role in sensing the chemical composition of the gastrointestinal content. The activity of this receptor may stimulate alpha gustducin, mediate PLC-beta-2 activation and lead to the gating of TRPM5; Belongs to the G-protein coupled receptor T2R family."
TAS2R38,ENSP00000448219,9606,Homo sapiens,TAS2R38,"Taste receptor type 2 member 38; Receptor that may play a role in the perception of bitterness and is gustducin-linked. May play a role in sensing the chemical composition of the gastrointestinal content. The activity of this receptor may stimulate alpha gustducin, mediate PLC-beta-2 activation and lead to the gating of TRPM5 (By similarity)."
SCN2A,ENSP00000490107,9606,Homo sapiens,SCN2A,"Sodium channel protein type 2 subunit alpha; Mediates the voltage-dependent sodium ion permeability of excitable membranes. Assuming opened or closed conformations in response to the voltage difference across the membrane, the protein forms a sodium-selective channel through which Na(+) ions may pass in accordance with their electrochemical gradient. Implicated in the regulation of hippocampal replay occurring within sharp wave ripples (SPW-R) important for memory (By similarity). Belongs to the sodium channel (TC 1.A.1.10) family. Nav1.2/SCN2A subfamily."
SCN3A,ENSP00000283254,9606,Homo sapiens,SCN3A,"Sodium channel protein type 3 subunit alpha; Mediates the voltage-dependent sodium ion permeability of excitable membranes. Assuming opened or closed conformations in response to the voltage difference across the membrane, forms a sodium- selective channel through which Na(+) ions may pass in accordance with their electrochemical gradient. May contribute to the regulation of serotonin/5- hydroxytryptamine release by enterochromaffin cells (By similarity). In pancreatic endocrine cells, required for both glucagon and glucose- induced insulin secretion (By similarity). Belongs to the sod [...] "
SCN9A,ENSP00000386306,9606,Homo sapiens,SCN9A,"Sodium channel protein type 9 subunit alpha; Mediates the voltage-dependent sodium ion permeability of excitable membranes. Assuming opened or closed conformations in response to the voltage difference across the membrane, the protein forms a sodium-selective channel through which Na(+) ions may pass in accordance with their electrochemical gradient. It is a tetrodotoxin-sensitive Na(+) channel isoform. Plays a role in pain mechanisms, especially in the development of inflammatory pain. Belongs to the sodium channel (TC 1.A.1.10) family. Nav1.7/SCN9A subfamily."
SCNN1A,ENSP00000353292,9606,Homo sapiens,SCNN1A,"Amiloride-sensitive sodium channel subunit alpha; Sodium permeable non-voltage-sensitive ion channel inhibited by the diuretic amiloride. Mediates the electrodiffusion of the luminal sodium (and water, which follows osmotically) through the apical membrane of epithelial cells. Plays an essential role in electrolyte and blood pressure homeostasis, but also in airway surface liquid homeostasis, which is important for proper clearance of mucus. Controls the reabsorption of sodium in kidney, colon, lung and eccrine sweat glands. Also plays a role in taste perception."
SCNN1B,ENSP00000345751,9606,Homo sapiens,SCNN1B,"Amiloride-sensitive sodium channel subunit beta; Sodium permeable non-voltage-sensitive ion channel inhibited by the diuretic amiloride. Mediates the electrodiffusion of the luminal sodium (and water, which follows osmotically) through the apical membrane of epithelial cells. Plays an essential role in electrolyte and blood pressure homeostasis, but also in airway surface liquid homeostasis, which is important for proper clearance of mucus. Controls the reabsorption of sodium in kidney, colon, lung and sweat glands. Also plays a role in taste perception; Belongs to the amiloride-sensit [...] "
SCNN1G,ENSP00000300061,9606,Homo sapiens,SCNN1G,"Amiloride-sensitive sodium channel subunit gamma; Sodium permeable non-voltage-sensitive ion channel inhibited by the diuretic amiloride. Mediates the electrodiffusion of the luminal sodium (and water, which follows osmotically) through the apical membrane of epithelial cells. Plays an essential role in electrolyte and blood pressure homeostasis, but also in airway surface liquid homeostasis, which is important for proper clearance of mucus. Controls the reabsorption of sodium in kidney, colon, lung and sweat glands. Also plays a role in taste perception."
CACNA1A,ENSP00000489829,9606,Homo sapiens,CACNA1A,"Voltage-dependent P/Q-type calcium channel subunit alpha-1A; Voltage-sensitive calcium channels (VSCC) mediate the entry of calcium ions into excitable cells and are also involved in a variety of calcium-dependent processes, including muscle contraction, hormone or neurotransmitter release, gene expression, cell motility, cell division and cell death. The isoform alpha-1A gives rise to P and/or Q- type calcium currents. P/Q-type calcium channels belong to the 'high- voltage activated' (HVA) group and are specifically blocked by the spider omega-agatoxin-IVA (AC P54282) (By similarity). [...] "
CACNA1C,ENSP00000266376,9606,Homo sapiens,CACNA1C,"Voltage-dependent L-type calcium channel subunit alpha-1C; Pore-forming, alpha-1C subunit of the voltage-gated calcium channel that gives rise to L-type calcium currents. Mediates influx of calcium ions into the cytoplasm, and thereby triggers calcium release from the sarcoplasm (By similarity). Plays an important role in excitation-contraction coupling in the heart. Required for normal heart development and normal regulation of heart rhythm. Required for normal contraction of smooth muscle cells in blood vessels and in the intestine. Essential for normal blood pressure regulation via  [...] "
TAS1R2,ENSP00000364520,9606,Homo sapiens,TAS1R2,Taste receptor type 1 member 2; Putative taste receptor. TAS1R2/TAS1R3 recognizes diverse natural and synthetic sweeteners.
TAS1R1,ENSP00000331867,9606,Homo sapiens,TAS1R1,Taste receptor type 1 member 1; Putative taste receptor. TAS1R1/TAS1R3 responds to the umami taste stimulus (the taste of monosodium glutamate). Sequence differences within and between species can significantly influence the selectivity and specificity of taste responses.
TAS1R3,ENSP00000344411,9606,Homo sapiens,TAS1R3,Taste receptor type 1 member 3; Putative taste receptor. TAS1R1/TAS1R3 responds to the umami taste stimulus (the taste of monosodium glutamate). TAS1R2/TAS1R3 recognizes diverse natural and synthetic sweeteners. TAS1R3 is essential for the recognition and response to the disaccharide trehalose (By similarity). Sequence differences within and between species can significantly influence the selectivity and specificity of taste responses.
KCNK5,ENSP00000352527,9606,Homo sapiens,KCNK5,"Potassium channel subfamily K member 5; pH-dependent, voltage insensitive, outwardly rectifying potassium channel. Outward rectification is lost at high external K(+) concentrations."
PKD2L1,ENSP00000325296,9606,Homo sapiens,PKD2L1,"Polycystic kidney disease 2-like 1 protein; Pore-forming subunit of a heterotetrameric, non-selective cation channel that is permeable to Ca(2+). Pore-forming subunit of a calcium- permeant ion channel formed by PKD1L2 and PKD1L1 in primary cilia, where it controls cilium calcium concentration, but does not affect cytoplasmic calcium concentration. The channel formed by PKD1L2 and PKD1L1 in primary cilia regulates sonic hedgehog/SHH signaling and GLI2 transcription. Pore-forming subunit of a channel formed by PKD1L2 and PKD1L3 that contributes to sour taste perception in gustatory cell [...] "
HTR3B,ENSP00000260191,9606,Homo sapiens,HTR3B,"5-hydroxytryptamine receptor 3B; This is one of the several different receptors for 5- hydroxytryptamine (serotonin), a biogenic hormone that functions as a neurotransmitter, a hormone, and a mitogen. This receptor is a ligand- gated ion channel, which when activated causes fast, depolarizing responses. It is a cation-specific, but otherwise relatively nonselective, ion channel."
ENTPD2,ENSP00000347213,9606,Homo sapiens,ENTPD2,"Ectonucleoside triphosphate diphosphohydrolase 2; In the nervous system, could hydrolyze ATP and other nucleotides to regulate purinergic neurotransmission. Hydrolyzes ADP only to a marginal extent. The order of activity with different substrates is ATP > GTP > CTP = ITP > UTP >> ADP = UDP."
GABBR2,ENSP00000259455,9606,Homo sapiens,GABBR2,"Gamma-aminobutyric acid type B receptor subunit 2; Component of a heterodimeric G-protein coupled receptor for GABA, formed by GABBR1 and GABBR2. Within the heterodimeric GABA receptor, only GABBR1 seems to bind agonists, while GABBR2 mediates coupling to G proteins. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Signaling inhibits adenylate cyclase, stimulates phospholipase A2, activates potassium channels, inactivates voltage-depend [...] "
CNGA1,ENSP00000384264,9606,Homo sapiens,CNGA1,"cGMP-gated cation channel alpha-1; Subunit of the rod cyclic GMP-gated cation channel, which is involved in the final stage of the phototransduction pathway. When light hits rod photoreceptors, cGMP concentrations decrease causing rapid closure of CNGA1/CNGB1 channels and, therefore, hyperpolarization of the membrane potential."
GRK7,ENSP00000264952,9606,Homo sapiens,GRK7,"Rhodopsin kinase GRK7; Retina-specific kinase involved in the shutoff of the photoresponse and adaptation to changing light conditions via cone opsin phosphorylation, including rhodopsin (RHO). Belongs to the protein kinase superfamily. AGC Ser/Thr protein kinase family. GPRK subfamily."
GNAT1,ENSP00000232461,9606,Homo sapiens,GNAT1,"Guanine nucleotide-binding protein G(t) subunit alpha-1; Functions as signal transducer for the rod photoreceptor RHO. Required for normal RHO-mediated light perception by the retina. Guanine nucleotide-binding proteins (G proteins) function as transducers downstream of G protein-coupled receptors (GPCRs), such as the photoreceptor RHO. The alpha chain contains the guanine nucleotide binding site and alternates between an active, GTP- bound state and an inactive, GDP-bound state. Activated RHO promotes GDP release and GTP binding. Signaling is mediated via downstream effector proteins, [...] "
GNAT2,ENSP00000251337,9606,Homo sapiens,GNAT2,Guanine nucleotide-binding protein G(t) subunit alpha-2; Guanine nucleotide-binding proteins (G proteins) are involved as modulators or transducers in various transmembrane signaling systems. Transducin is an amplifier and one of the transducers of a visual impulse that performs the coupling between rhodopsin and cGMP- phosphodiesterase.
GNGT1,ENSP00000248572,9606,Homo sapiens,GNGT1,"Guanine nucleotide-binding protein G(T) subunit gamma-T1; Guanine nucleotide-binding proteins (G proteins) are involved as a modulator or transducer in various transmembrane signaling systems. The beta and gamma chains are required for the GTPase activity, for replacement of GDP by GTP, and for G protein-effector interaction."
GUCA1A,ENSP00000053469,9606,Homo sapiens,GUCA1A,Guanylyl cyclase-activating protein 1; Stimulates retinal guanylyl cyclase when free calcium ions concentration is low and inhibits guanylyl cyclase when free calcium ions concentration is elevated. This Ca(2+)-sensitive regulation of retinal guanylyl cyclase is a key event in recovery of the dark state of rod photoreceptors following light exposure (By similarity). May be involved in cone photoreceptor light response and recovery of response in bright light (By similarity).
GUCA1B,ENSP00000230361,9606,Homo sapiens,GUCA1B,"Guanylyl cyclase-activating protein 2; Stimulates two retinal guanylyl cyclases (GCs) GUCY2D and GUCY2F when free calcium ions concentration is low, and inhibits GUCY2D and GUCY2F when free calcium ions concentration is elevated (By similarity). This Ca(2+)-sensitive regulation of GCs is a key event in recovery of the dark state of rod photoreceptors following light exposure (By similarity). May be involved in cone photoreceptor response and recovery of response in bright light (By similarity)."
GUCY2F,ENSP00000218006,9606,Homo sapiens,GUCY2F,"Retinal guanylyl cyclase 2; Responsible for the synthesis of cyclic GMP (cGMP) in rods and cones of photoreceptors. Plays an essential role in phototransduction, by mediating cGMP replenishment (By similarity). May also participate in the trafficking of membrane-asociated proteins to the photoreceptor outer segment membrane (By similarity). Belongs to the adenylyl cyclase class-4/guanylyl cyclase family."
PDE6A,ENSP00000255266,9606,Homo sapiens,PDE6A,"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha; This protein participates in processes of transmission and amplification of the visual signal; Belongs to the cyclic nucleotide phosphodiesterase family."
PDE6G,ENSP00000328412,9606,Homo sapiens,PDE6G,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma; Participates in processes of transmission and amplification of the visual signal. cGMP-PDEs are the effector molecules in G- protein-mediated phototransduction in vertebrate rods and cones."
PDE6B,ENSP00000420295,9606,Homo sapiens,PDE6B,"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta; This protein participates in processes of transmission and amplification of the visual signal. Necessary for the formation of a functional phosphodiesterase holoenzyme; Belongs to the cyclic nucleotide phosphodiesterase family."
RCVRN,ENSP00000226193,9606,Homo sapiens,RCVRN,"Recoverin; Acts as a calcium sensor and regulates phototransduction of cone and rod photoreceptor cells (By similarity). Modulates light sensitivity of cone photoreceptor in dark and dim conditions (By similarity). In response to high Ca(2+) levels induced by low light levels, prolongs RHO/rhodopsin activation in rod photoreceptor cells by binding to and inhibiting GRK1-mediated phosphorylation of RHO/rhodopsin (By similarity). Plays a role in scotopic vision/enhances vision in dim light by enhancing signal transfer between rod photoreceptors and rod bipolar cells (By similarity). Impr [...] "
RHO,ENSP00000296271,9606,Homo sapiens,RHO,Rhodopsin; Photoreceptor required for image-forming vision at low light intensity. Required for photoreceptor cell viability after birth. Light- induced isomerization of the chromophore 11-cis-retinal to all-trans- retinal triggers a conformational change that activates signaling via G-proteins. Subsequent receptor phosphorylation mediates displacement of the bound G-protein alpha subunit by the arrestin SAG and terminates signaling.
GRK1,ENSP00000334876,9606,Homo sapiens,GRK1,"Rhodopsin kinase GRK1; Retina-specific kinase involved in the signal turnoff via phosphorylation of rhodopsin (RHO), the G protein- coupled receptor that initiates the phototransduction cascade. This rapid desensitization is essential for scotopic vision and permits rapid adaptation to changes in illumination (By similarity). May play a role in the maintenance of the outer nuclear layer in the retina (By similarity)."
SAG,ENSP00000386444,9606,Homo sapiens,SAG,"S-arrestin; Binds to photoactivated, phosphorylated RHO and terminates RHO signaling via G-proteins by competing with G-proteins for the same binding site on RHO (By similarity). May play a role in preventing light-dependent degeneration of retinal photoreceptor cells."
RGS9,ENSP00000262406,9606,Homo sapiens,RGS9,Regulator of G-protein signaling 9; Inhibits signal transduction by increasing the GTPase activity of G protein alpha subunits thereby driving them into their inactive GDP-bound form. Binds to GNAT1. Involved in phototransduction; key element in the recovery phase of visual transduction (By similarity).
SLC24A1,ENSP00000261892,9606,Homo sapiens,SLC24A1,"Sodium/potassium/calcium exchanger 1; Critical component of the visual transduction cascade, controlling the calcium concentration of outer segments during light and darkness. Light causes a rapid lowering of cytosolic free calcium in the outer segment of both retinal rod and cone photoreceptors and the light-induced lowering of calcium is caused by extrusion via this protein which plays a key role in the process of light adaptation. Transports 1 Ca(2+) and 1 K(+) in exchange for 4 Na(+)."
GUCA1C,ENSP00000261047,9606,Homo sapiens,GUCA1C,Guanylyl cyclase-activating protein 3; Stimulates guanylyl cyclase 1 (GC1) and GC2 when free calcium ions concentration is low and inhibits guanylyl cyclases when free calcium ions concentration is elevated. This Ca(2+)-sensitive regulation of guanylyl cyclase (GC) is a key event in recovery of the dark state of rod photoreceptors following light exposure.
